start	end	M2:HeadMovement	M2:janej	M2:yes	M2:no	M2:word01	M2:Face	M2:pitch	F6:pitch	M2:intensity	F6:intensity	M2:x-pos	M2:y-pos	M2:weight	M2:velocity-r	M2:velocity-clock	M2:velocity-x	M2:velocity-y	M2:acceleration-r	M2:acceleration-clock	M2:acceleration-x	M2:acceleration-y	M2:jerk-r	M2:jerk-clock	M2:jerk-x	M2:jerk-y
7508	7512			0	0	0		132.1422509173883	160.56930985476149	17.56336614954798	22.95563314388086	394.719000	75.837000	0.912623	0.066926	6	-0.003317	0.066843	0.043807	7	-0.016952	0.040394	0.004412	6	-0.000019	0.004412
7512	7516			0	0	0		132.1422509173883	160.56930985476149	22.130387516868737	30.902322700285772	394.710000	75.860700	0.898857	0.192342	7	-0.066650	0.180425	0.046554	6	-0.007135	0.046004	0.009975	6	0.001651	0.009837
7516	7520			0	0	0		132.1422509173883	160.56930985476149	19.066094301788073	25.071615305842393	394.711000	75.842800	0.915126	0.265017	6	-0.051500	0.259965	0.088570	6	0.000667	0.088567	0.006134	5	0.002248	0.005708
7520	7524			0	0	0		132.1422509173883	160.56930985476149	22.85304861582031	29.88669568178407	394.698000	75.848600	0.904256	0.502638	6	-0.036900	0.501282	0.092802	6	0.006190	0.092595	0.002550	11	-0.001025	-0.002335
7524	7528			0	0	0	Smile	132.1422509173883	160.56930985476149	23.82597803862413	30.456448844165713	394.675000	76.795900	0.877621	0.663357	6	-0.022350	0.662980	0.068616	6	-0.006648	0.068293	0.007502	12	-0.001743	-0.007297
7528	7532			0	0	0	Smile	132.1422509173883	160.56930985476149	19.928210148783045	21.115265319626474	393.755000	77.791900	0.856259	0.748501	6	-0.068467	0.745363	0.044778	6	-0.011265	0.043338	0.012214	12	-0.001227	-0.012152
7532	7536			0	0	0	Smile	132.1422509173883	160.56930985476149	18.408588315679523	18.0830428037217	394.679000	77.788800	0.865014	0.816687	6	-0.097650	0.810828	0.011499	9	-0.011192	0.002638	0.014230	12	-0.000252	-0.014227
7536	7540			0	0	0	Smile	132.1422509173883	160.56930985476149	18.075459064014346	17.595978546128826	394.668000	80.682800	0.873534	0.786071	6	-0.111383	0.778140	0.041736	12	-0.007897	-0.040982	0.012312	12	0.000737	-0.012290
7540	7544			0	0	0	Smile	132.1422509173883	160.56930985476149	16.920488294946615	18.33139554356509	394.667000	80.706300	0.881687	0.657706	6	-0.109983	0.648445	0.072806	12	-0.004113	-0.072690	0.007046	12	0.001478	-0.006889
7544	7548			0	0	0	Smile	132.1422509173883	160.56930985476149	17.060164773873176	17.93413337655245	393.730000	80.728200	0.877080	0.510472	6	-0.095567	0.501447	0.080057	12	-0.001371	-0.080046	0.002135	3	0.002129	-0.000156
7548	7552			0	0	0	Smile	132.1422509173883	160.56930985476149	16.369285905699236	17.202322603294537	393.748000	81.667600	0.896175	0.382301	7	-0.142400	0.354790	0.076471	12	-0.000948	-0.076465	0.004590	5	0.002763	0.003665
7552	7556			0	0	0	Smile	132.1422509173883	160.56930985476149	15.607706450229205	17.113460714051982	393.738000	81.669400	0.897413	0.184161	7	-0.110300	0.147477	0.069335	1	0.021881	-0.065792	0.010556	5	0.003752	0.009867
7556	7560			0	0	0	Smile	132.1422509173883	160.56930985476149	16.56699052893088	18.200658867490162	393.738000	81.663700	0.897574	0.132478	7	-0.063300	0.116377	0.022965	3	0.022605	-0.004054	0.018385	6	-0.004509	0.017823
7560	7564			0	0	0	Smile	132.1422509173883	160.56930985476149	15.119031404919967	15.80282598373058	393.722000	81.673800	0.893737	0.136754	6	-0.002167	0.136737	0.035191	6	-0.000976	0.035177	0.019573	7	-0.012277	0.015244
7564	7568	HeadForward		0	0	0	Smile	132.1422509173883	160.56930985476149	18.57829767190524	18.640139699844852	393.715000	81.653400	0.886941	0.260422	7	-0.068250	0.251320	0.105442	7	-0.057730	0.088234	0.017762	7	-0.010631	0.014229
7568	7572	HeadForward		0	0	0	Smile	132.1422509173883	160.56930985476149	17.228387127806467	17.189750733727042	393.734000	81.712800	0.899671	0.566956	7	-0.245067	0.511255	0.144020	7	-0.070161	0.125774	0.006552	8	-0.004995	0.004240
7572	7576	HeadForward		0	0	0	Smile	132.1422509173883	160.56930985476149	21.985977259623155	19.81832420778017	393.735000	81.719500	0.904898	0.842719	7	-0.375267	0.754553	0.131467	7	-0.077707	0.106043	0.010176	12	0.001353	-0.010086
7576	7580	HeadForward		0	0	0	Smile	132.1422509173883	160.56930985476149	22.34621965478075	19.897180283591226	393.715000	82.721200	0.869649	1.038056	7	-0.518600	0.899230	0.084983	8	-0.061149	0.059017	0.021703	1	0.011365	-0.018490
